RAP	MSU
Os02g0535000	LOC_Os02g33149
Os02g0535400	LOC_Os02g33180
Os02g0535700	LOC_Os02g33230
Os02g0537400	LOC_Os02g33420
Os02g0537500	LOC_Os02g33430
Os02g0537700	LOC_Os02g33450
Os02g0537900	LOC_Os02g33490
Os02g0538000	LOC_Os02g33500
Os02g0538900	LOC_Os02g33560
Os02g0539100	LOC_Os02g33580
Os02g0539200	LOC_Os02g33590
Os02g0539500	LOC_Os02g33600
Os02g0540700	LOC_Os02g33680
Os02g0541700	LOC_Os02g33730
Os02g0543200	LOC_Os02g33840
Os02g0543300	LOC_Os02g33850
Os02g0543400	LOC_Os02g33860
NA	LOC_Os02g34080
Os02g0546600	LOC_Os02g34260
None	LOC_Os02g34270
Os02g0548700	LOC_Os02g34410
Os02g0549200	LOC_Os02g34430
Os02g0549600	LOC_Os02g34460
Os02g0550000	LOC_Os02g34500
Os02g0550100	LOC_Os02g34510
Os02g0550300	LOC_Os02g34530
Os02g0550400	LOC_Os02g34540
Os02g0550600	LOC_Os02g34560
Os02g0550700	LOC_Os02g34570
Os02g0550800	LOC_Os02g34580
Os02g0551100	LOC_Os02g34600
Os02g0551900	LOC_Os02g34680
Os02g0552000	LOC_Os02g34690
Os02g0552200	LOC_Os02g34710
Os02g0552600	LOC_Os02g34750
None	LOC_Os02g34770
Os02g0553000	LOC_Os02g34790
Os02g0553200	LOC_Os02g34810
Os02g0553500	LOC_Os02g34830
Os02g0553600	LOC_Os02g34830
NA	LOC_Os02g34840
Os02g0554000	LOC_Os02g34850
Os02g0554100	LOC_Os02g34860
Os02g0554300	LOC_Os02g34884
Os02g0554900	LOC_Os02g34940
Os02g0555000	LOC_Os02g34950
Os02g0555300	LOC_Os02g34970
Os02g0555700	LOC_Os02g35000
Os02g0555900	LOC_Os02g35010
Os02g0556100	LOC_Os02g35039
Os02g0556400	LOC_Os02g35060
Os02g0556600	LOC_Os02g35070
Os02g0556900	LOC_Os02g35100
Os02g0557000	LOC_Os02g35110
Os02g0557100	LOC_Os02g35130
Os02g0557200	LOC_Os02g35140
Os02g0557300	LOC_Os02g35144
Os02g0557500	LOC_Os02g35150
Os02g0557600	LOC_Os02g35160
Os02g0557700	LOC_Os02g35170
Os02g0557800	LOC_Os02g35180
Os02g0558100	LOC_Os02g35190
Os02g0558300	LOC_Os02g35200
Os02g0558400	LOC_Os02g35210
Os02g0558700	LOC_Os02g35240
Os02g0559400	LOC_Os02g35310
Os02g0559500	LOC_Os02g35320
Os02g0559800	LOC_Os02g35329
Os02g0561800	LOC_Os02g35347
Os02g0560600	LOC_Os02g35365
Os02g0562100	LOC_Os02g35450
Os02g0562300	LOC_Os02g35470
Os02g0562600	LOC_Os02g35490
Os02g0562700	LOC_Os02g35500
Os02g0563000	LOC_Os02g35530
Os02g0564000	LOC_Os02g35590
Os02g0564200	LOC_Os02g35610
Os02g0564400	LOC_Os02g35630
Os02g0564500	LOC_Os02g35640
Os02g0565000	LOC_Os02g35690
Os02g0565100	LOC_Os02g35700
Os02g0565200	LOC_Os02g35720
Os02g0565400	LOC_Os02g35750
Os02g0565500	LOC_Os02g35760
Os02g0565600	LOC_Os02g35770
Os02g0566800	LOC_Os02g35870
Os02g0566900	LOC_Os02g35880
Os02g0567100	LOC_Os02g35900
Os02g0567200	LOC_Os02g35910
Os02g0567800	LOC_Os02g35940
Os02g0567900	LOC_Os02g35950
Os02g0568200	LOC_Os02g35970
Os02g0569000	LOC_Os02g36030
Os02g0569400	LOC_Os02g36070
Os02g0569900	LOC_Os02g36110
Os02g0570400	LOC_Os02g36140
Os02g0570500	LOC_Os02g36150
Os02g0570700	LOC_Os02g36190
Os02g0571100	LOC_Os02g36210
Os02g0570900	LOC_Os02g36210
Os02g0571300	LOC_Os02g36220
Os02g0571800	LOC_Os02g36264
Os02g0571900	LOC_Os02g36280
Os02g0572200	LOC_Os02g36300
Os02g0572300	LOC_Os02g36320
None	LOC_Os02g36330
Os02g0572400	LOC_Os02g36340
Os02g0572900	LOC_Os02g36360
Os02g0573200	LOC_Os02g36380
Os02g0573300	LOC_Os02g36390
Os02g0573400	LOC_Os02g36400
Os02g0573500	LOC_Os02g36414
Os02g0574000	LOC_Os02g36440
Os02g0574100	LOC_Os02g36450
Os02g0575200	LOC_Os02g36550
Os02g0575500	LOC_Os02g36570
Os02g0575800	LOC_Os02g36600
Os02g0575900	LOC_Os02g36619
Os02g0576600	LOC_Os02g36700
Os02g0576700	LOC_Os02g36710
Os02g0577250	LOC_Os02g36749
Os02g0577300	LOC_Os02g36770
Os02g0577700	LOC_Os02g36810
None	LOC_Os02g36830
Os02g0578300	LOC_Os02g36840
Os02g0578366	LOC_Os02g36845
Os02g0578400	LOC_Os02g36850
Os02g0578800	LOC_Os02g36870
Os02g0579300	LOC_Os02g36890
Os02g0579600	LOC_Os02g36924
Os02g0580100	LOC_Os02g36960
Os02g0580300	LOC_Os02g36974
Os02g0580400	LOC_Os02g36990
Os02g0580500	LOC_Os02g37000
Os02g0580600	LOC_Os02g37010
NA	LOC_Os02g37040
Os02g0581000	LOC_Os02g37050
Os02g0581100	LOC_Os02g37060
Os02g0581300	LOC_Os02g37080
Os02g0581500	LOC_Os02g37090
Os02g0582200	LOC_Os02g37130
Os02g0582300	LOC_Os02g37140
Os02g0586400	LOC_Os02g37420
Os02g0586500	LOC_Os02g37430
Os02g0586800	LOC_Os02g37470
Os02g0588300	LOC_Os02g37580
Os02g0588500	LOC_Os02g37590
Os02g0589000	LOC_Os02g37654
Os02g0589400	LOC_Os02g37690
Os02g0589700	LOC_Os02g37700
Os02g0590800	LOC_Os02g37830
Os02g0591500	LOC_Os02g37850
Os02g0591600	LOC_Os02g37856
Os02g0591700	LOC_Os02g37862
Os02g0591800	LOC_Os02g37870
Os02g0591900	LOC_Os02g37880
Os02g0592300	LOC_Os02g37920
Os02g0592400	LOC_Os02g37930
Os02g0593100	LOC_Os02g37990
NA	LOC_Os02g38010
Os02g0593500	LOC_Os02g38020
Os02g0593600	LOC_Os02g38040
Os02g0593700	LOC_Os02g38050
Os02g0593900	LOC_Os02g38060
Os02g0594100	LOC_Os02g38080
Os02g0594700	LOC_Os02g38120
Os02g0594900	LOC_Os02g38140
Os02g0595100	LOC_Os02g38160
Os02g0595200	LOC_Os02g38170
Os02g0595400	LOC_Os02g38190
Os02g0595500	LOC_Os02g38200
Os02g0595700	LOC_Os02g38210
Os02g0595800	LOC_Os02g38220
Os02g0595900	LOC_Os02g38230
Os02g0596000	LOC_Os02g38240
Os02g0596100	LOC_Os02g38250
Os02g0596300	LOC_Os02g38290
Os02g0596500	LOC_Os02g38300
Os02g0596700	LOC_Os02g38320
Os02g0596900	LOC_Os02g38340
Os02g0597700	LOC_Os02g38410
Os02g0597800	LOC_Os02g38430
Os02g0597900	LOC_Os02g38440
Os02g0598300	LOC_Os02g38480
Os02g0598500	LOC_Os02g38494
Os02g0599150	LOC_Os02g38580
Os02g0599100	LOC_Os02g38680
Os02g0599151	LOC_Os02g38690
Os02g0599200	LOC_Os02g38710
Os02g0599700	LOC_Os02g38780
Os02g0600033	LOC_Os02g38804
Os02g0600100	LOC_Os02g38810
Os02g0600200	LOC_Os02g38820
Os02g0600400	LOC_Os02g38840
Os02g0601100	LOC_Os02g38900
Os02g0601300	LOC_Os02g38920
Os02g0601400	LOC_Os02g38930
Os02g0601500	LOC_Os02g38940
Os02g0601700	LOC_Os02g38970
Os02g0601800	LOC_Os02g38980
Os02g0602100	LOC_Os02g39010
Os02g0602300	LOC_Os02g39030
Os02g0602400	LOC_Os02g39040
Os02g0602500	LOC_Os02g39050
Os02g0602601	LOC_Os02g39064
Os02g0602800	LOC_Os02g39070
Os02g0603000	LOC_Os02g39090
Os02g0603100	LOC_Os02g39100
Os02g0603600	LOC_Os02g39140
Os02g0603800	LOC_Os02g39160
Os02g0604100	LOC_Os02g39180
Os02g0604300	LOC_Os02g39200
Os02g0604700	LOC_Os02g39230
Os02g0605000	LOC_Os02g39260
Os02g0605400	LOC_Os02g39280
Os02g0605500	LOC_Os02g39290
Os02g0605600	LOC_Os02g39300
Os02g0605900	LOC_Os02g39330
Os02g0606100	LOC_Os02g39350
Os02g0606200	LOC_Os02g39360
None	LOC_Os02g39380
Os02g0606800	LOC_Os02g39400
Os02g0606900	LOC_Os02g39410
Os02g0607000	LOC_Os02g39420
Os02g0607500	LOC_Os02g39480
Os02g0607700	LOC_Os02g39490
Os02g0608400	LOC_Os02g39550
Os02g0608500	LOC_Os02g39560
Os02g0608600	LOC_Os02g39570
Os02g0608550	LOC_Os02g39570
Os02g0608700	LOC_Os02g39580
Os02g0608900	LOC_Os02g39600
Os02g0609900	LOC_Os02g39660
Os02g0610400	LOC_Os02g39700
Os02g0610500	LOC_Os02g39710
Os02g0610600	LOC_Os02g39720
Os02g0610700	LOC_Os02g39730
Os02g0610800	LOC_Os02g39740
Os02g0611200	LOC_Os02g39790
NA	LOC_Os02g39795
Os02g0611300	LOC_Os02g39800
Os02g0611450	LOC_Os02g39830
Os02g0611500	LOC_Os02g39840
Os02g0611800	LOC_Os02g39850
Os02g0612000	LOC_Os02g39870
Os02g0612100	LOC_Os02g39880
Os02g0612300	LOC_Os02g39890
Os02g0612700	LOC_Os02g39910
Os02g0612800	LOC_Os02g39920
Os02g0612900	LOC_Os02g39930
Os02g0613100	LOC_Os02g39960
Os02g0613600	LOC_Os02g40000
Os02g0613900	LOC_Os02g40010
Os02g0614100	LOC_Os02g40030
Os02g0614300	LOC_Os02g40070
Os02g0614500	LOC_Os02g40090
None	LOC_Os02g40180
Os02g0615500	LOC_Os02g40200
Os02g0615800	LOC_Os02g40240
Os02g0617100	LOC_Os02g40410
Os02g0617300	LOC_Os02g40430
Os02g0617500	LOC_Os02g40450
Os02g0617600	LOC_Os02g40454
Os02g0617700	LOC_Os02g40460
Os02g0618100	LOC_Os02g40500
Os02g0618200	LOC_Os02g40510
Os02g0618250	LOC_Os02g40514
Os02g0618400	LOC_Os02g40530
Os02g0620100	LOC_Os02g40680
Os02g0620500	LOC_Os02g40710
Os02g0620600	LOC_Os02g40730
Os02g0621100	LOC_Os02g40770
Os02g0621300	LOC_Os02g40784
Os02g0621600	LOC_Os02g40820
Os02g0621700	LOC_Os02g40830
Os02g0622100	LOC_Os02g40860
Os02g0622200	LOC_Os02g40870
Os02g0622300	LOC_Os02g40880
Os02g0622400	LOC_Os02g40890
Os02g0622500	LOC_Os02g40900
Os02g0623400	LOC_Os02g41460
Os02g0623500	LOC_Os02g41470
Os02g0623600	LOC_Os02g41480
Os02g0623932	LOC_Os02g41500
Os02g0624100	LOC_Os02g41500
Os02g0624300	LOC_Os02g41510
Os02g0624400	LOC_Os02g41520
Os02g0625000	LOC_Os02g41550
Os02g0625300	LOC_Os02g41580
Os02g0625500	LOC_Os02g41590
Os02g0626100	LOC_Os02g41630
Os02g0626400	LOC_Os02g41650
Os02g0626600	LOC_Os02g41670
Os02g0627100	LOC_Os02g41680
Os02g0627700	LOC_Os02g41710
Os02g0628000	LOC_Os02g41770
Os02g0628200	LOC_Os02g41780
Os02g0628600	LOC_Os02g41800
Os02g0628800	LOC_Os02g41820
Os02g0629000	LOC_Os02g41840
Os02g0629200	LOC_Os02g41860
Os02g0629400	LOC_Os02g41890
Os02g0629800	LOC_Os02g41904
Os02g0630300	LOC_Os02g41954
Os02g0631000	LOC_Os02g41990
Os02g0631200	LOC_Os02g42020
Os02g0631601	LOC_Os02g42040
Os02g0631500	LOC_Os02g42040
Os02g0631700	LOC_Os02g42060
Os02g0632100	LOC_Os02g42110
Os02g0632500	LOC_Os02g42134
Os02g0632800	LOC_Os02g42150
Os02g0632900	LOC_Os02g42160
Os02g0633000	LOC_Os02g42170
Os02g0633066	LOC_Os02g42190
Os02g0633100	LOC_Os02g42200
Os02g0633200	LOC_Os02g42210
Os02g0633400	LOC_Os02g42230
Os02g0633700	LOC_Os02g42250
Os02g0633900	LOC_Os02g42270
Os02g0634100	LOC_Os02g42280
Os02g0634500	LOC_Os02g42290
Os02g0634700	LOC_Os02g42310
Os02g0634800	LOC_Os02g42314
Os02g0634900	LOC_Os02g42320
Os02g0635000	LOC_Os02g42330
Os02g0635200	LOC_Os02g42350
Os02g0635600	LOC_Os02g42370
Os02g0635700	LOC_Os02g42374
Os02g0635800	LOC_Os02g42380
Os02g0635950	LOC_Os02g42390
None	LOC_Os02g42400
Os02g0636300	LOC_Os02g42406
Os02g0637700	LOC_Os02g42520
Os02g0638200	LOC_Os02g42560
Os02g0638300	LOC_Os02g42570
Os02g0638650	LOC_Os02g42585
Os02g0638900	LOC_Os02g42590
Os02g0639000	LOC_Os02g42600
Os02g0639100	LOC_Os02g42620
Os02g0639300	LOC_Os02g42640
Os02g0639500	LOC_Os02g42650
Os02g0639600	LOC_Os02g42660
Os02g0639800	LOC_Os02g42690
Os02g0639900	LOC_Os02g42700
Os02g0640300	LOC_Os02g42740
Os02g0640500	LOC_Os02g42780
Os02g0640600	LOC_Os02g42790
Os02g0640700	LOC_Os02g42800
Os02g0640800	LOC_Os02g42810
Os02g0641000	LOC_Os02g42820
Os02g0641800	LOC_Os02g42860
Os02g0641900	LOC_Os02g42870
Os02g0642200	LOC_Os02g42880
Os02g0642300	LOC_Os02g42890
Os02g0642700	LOC_Os02g42920
Os02g0643000	LOC_Os02g42940
Os02g0643200	LOC_Os02g42950
Os02g0643500	LOC_Os02g42960
Os02g0643600	LOC_Os02g42970
Os02g0643800	LOC_Os02g42990
Os02g0644000	LOC_Os02g43010
Os02g0644100	LOC_Os02g43020
Os02g0644400	LOC_Os02g43050
Os02g0644600	LOC_Os02g43080
Os02g0645000	LOC_Os02g43120
Os02g0645100	LOC_Os02g43130
Os02g0645600	LOC_Os02g43150
Os02g0646200	LOC_Os02g43170
Os02g0646400	LOC_Os02g43180
Os02g0646500	LOC_Os02g43194
Os02g0647900	LOC_Os02g43280
Os02g0648100	LOC_Os02g43290
Os02g0648300	LOC_Os02g43300
Os02g0649300	LOC_Os02g43330
Os02g0649400	LOC_Os02g43340
Os02g0649700	LOC_Os02g43350
Os02g0649800	LOC_Os02g43360
Os02g0650500	LOC_Os02g43430
Os02g0650800	LOC_Os02g43460
Os02g0650900	LOC_Os02g43470
Os02g0651000	LOC_Os02g43480
Os02g0652000	LOC_Os02g43550
Os02g0652100	LOC_Os02g43560
Os02g0652300	LOC_Os02g43590
Os02g0652550	LOC_Os02g43594
Os02g0652600	LOC_Os02g43600
Os02g0652800	LOC_Os02g43620
Os02g0653200	LOC_Os02g43660
Os02g0653800	LOC_Os02g43690
Os02g0653900	LOC_Os02g43700
Os02g0654000	LOC_Os02g43710
Os02g0654100	LOC_Os02g43720
Os02g0654300	LOC_Os02g43740
Os02g0654400	LOC_Os02g43750
Os02g0654500	LOC_Os02g43760
Os02g0654700	LOC_Os02g43790
Os02g0655200	LOC_Os02g43820
Os02g0655300	LOC_Os02g43830
Os02g0655500	LOC_Os02g43840
Os02g0655600	LOC_Os02g43850
Os02g0655700	LOC_Os02g43860
Os02g0655800	LOC_Os02g43870
Os02g0656200	LOC_Os02g43906
Os02g0656300	LOC_Os02g43920
Os02g0656500	LOC_Os02g43930
Os02g0656600	LOC_Os02g43940
Os02g0657000	LOC_Os02g43970
Os02g0657600	LOC_Os02g44000
Os02g0657700	LOC_Os02g44010
Os02g0658000	LOC_Os02g44040
Os02g0658100	LOC_Os02g44080
Os02g0658600	LOC_Os02g44106
Os02g0658800	LOC_Os02g44108
Os02g0658900	LOC_Os02g44111
Os02g0659500	LOC_Os02g44130
Os02g0660800	LOC_Os02g44200
Os02g0661000	LOC_Os02g44220
Os02g0661100	LOC_Os02g44230
NA	LOC_Os02g44235
Os02g0661600	LOC_Os02g44280
Os02g0661900	LOC_Os02g44300
Os02g0662000	LOC_Os02g44310
Os02g0662100	LOC_Os02g44320
Os02g0662700	LOC_Os02g44360
Os02g0663100	LOC_Os02g44370
Os02g0663300	LOC_Os02g44380
Os02g0663800	LOC_Os02g44470
Os02g0664000	LOC_Os02g44500
Os02g0664200	LOC_Os02g44510
Os02g0664300	LOC_Os02g44520
Os02g0664400	LOC_Os02g44530
Os02g0665000	LOC_Os02g44550
Os02g0665200	LOC_Os02g44570
Os02g0665300	LOC_Os02g44590
Os02g0665800	LOC_Os02g44610
Os02g0666200	LOC_Os02g44630
Os02g0666300	LOC_Os02g44642
Os02g0666500	LOC_Os02g44654
Os02g0666700	LOC_Os02g44680
Os02g0666800	LOC_Os02g44690
Os02g0668100	LOC_Os02g44780
Os02g0668400	LOC_Os02g44810
Os02g0668500	LOC_Os02g44820
Os02g0669100	LOC_Os02g44870
Os02g0670100	LOC_Os02g44920
Os02g0670400	LOC_Os02g44930
Os02g0670900	LOC_Os02g44980
Os02g0671300	LOC_Os02g45010
Os02g0672100	LOC_Os02g45054
Os02g0672200	LOC_Os02g45070
Os02g0672500	LOC_Os02g45100
Os02g0672600	LOC_Os02g45110
Os02g0672800	LOC_Os02g45130
Os02g0673600	LOC_Os02g45180
Os02g0674800	LOC_Os02g45250
Os02g0675400	LOC_Os02g45280
Os02g0675700	LOC_Os02g45310
Os02g0675800	LOC_Os02g45320
Os02g0676000	LOC_Os02g45344
Os02g0676400	LOC_Os02g45380
Os02g0676800	LOC_Os02g45420
Os02g0677300	LOC_Os02g45450
Os02g0677600	LOC_Os02g45460
Os02g0677700	LOC_Os02g45480
Os02g0678200	LOC_Os02g45520
Os02g0678300	LOC_Os02g45530
Os02g0678400	LOC_Os02g45540
Os02g0678800	LOC_Os02g45570
Os02g0679500	LOC_Os02g45600
None	LOC_Os02g45610
Os02g0680400	LOC_Os02g45650
Os02g0680600	LOC_Os02g45660
Os02g0680700	LOC_Os02g45670
Os02g0681632	LOC_Os02g45750
Os02g0681700	LOC_Os02g45750
Os02g0682200	LOC_Os02g45770
Os02g0682500	LOC_Os02g45810
Os02g0682600	LOC_Os02g45820
Os02g0683500	LOC_Os02g45850
Os02g0684100	LOC_Os02g45890
Os02g0684300	LOC_Os02g45920
Os02g0684500	LOC_Os02g45940
Os02g0684900	LOC_Os02g45980
Os02g0685200	LOC_Os02g46030
Os02g0685600	LOC_Os02g46080
Os02g0685900	LOC_Os02g46090
Os02g0686400	LOC_Os02g46130
Os02g0686600	LOC_Os02g46150
Os02g0687500	LOC_Os02g46220
Os02g0687900	LOC_Os02g46260
Os02g0688500	LOC_Os02g46320
Os02g0688900	LOC_Os02g46350
Os02g0689200	LOC_Os02g46380
Os02g0689700	LOC_Os02g46440
Os02g0689800	LOC_Os02g46450
Os02g0689900	LOC_Os02g46460
Os02g0690600	LOC_Os02g46500
Os02g0690700	LOC_Os02g46510
Os02g0690800	LOC_Os02g46520
Os02g0691500	LOC_Os02g46560
Os02g0693200	LOC_Os02g46640
Os02g0693400	LOC_Os02g46650
Os02g0693500	LOC_Os02g46660
Os02g0693700	LOC_Os02g46680
Os02g0694201	LOC_Os02g46700
Os02g0694400	LOC_Os02g46720
Os02g0694800	LOC_Os02g46750
Os02g0694900	LOC_Os02g46760
Os02g0695800	LOC_Os02g46850
Os02g0695900	LOC_Os02g46860
Os02g0696500	LOC_Os02g46910
Os02g0696900	LOC_Os02g46940
Os02g0697300	LOC_Os02g46962
Os02g0697400	LOC_Os02g46970
Os02g0697600	LOC_Os02g46990
Os02g0697700	LOC_Os02g47000
Os02g0697800	LOC_Os02g47010
Os02g0698000	LOC_Os02g47020
Os02g0698800	LOC_Os02g47060
Os02g0699000	LOC_Os02g47090
Os02g0699300	LOC_Os02g47110
Os02g0699400	LOC_Os02g47120
Os02g0699600	LOC_Os02g47140
Os02g0699700	LOC_Os02g47150
Os02g0700100	LOC_Os02g47180
Os02g0700500	LOC_Os02g47210
Os02g0700600	LOC_Os02g47220
NA	LOC_Os02g47225
Os02g0701300	LOC_Os02g47280
Os02g0701600	LOC_Os02g47310
Os02g0701700	LOC_Os02g47320
Os02g0701900	LOC_Os02g47350
Os02g0702000	LOC_Os02g47360
Os02g0702500	LOC_Os02g47410
Os02g0702800	LOC_Os02g47440
Os02g0703300	LOC_Os02g47450
Os02g0703600	LOC_Os02g47470
Os02g0704000	LOC_Os02g47510
Os02g0704500	LOC_Os02g47570
Os02g0704600	LOC_Os02g47580
Os02g0704800	LOC_Os02g47590
Os02g0704900	LOC_Os02g47600
Os02g0704966	LOC_Os02g47605
Os02g0705100	LOC_Os02g47620
Os02g0705300	LOC_Os02g47640
Os02g0705400	LOC_Os02g47650
Os02g0705500	LOC_Os02g47660
Os02g0705600	LOC_Os02g47670
Os02g0706400	LOC_Os02g47744
Os02g0706500	LOC_Os02g47760
Os02g0706600	LOC_Os02g47770
Os02g0706900	LOC_Os02g47780
Os02g0707000	LOC_Os02g47790
Os02g0707100	LOC_Os02g47800
Os02g0707900	LOC_Os02g47840
Os02g0708100	LOC_Os02g47850
Os02g0708200	LOC_Os02g47860
Os02g0708300	LOC_Os02g47870
Os02g0708400	LOC_Os02g47880
Os02g0708600	LOC_Os02g47900
Os02g0709200	LOC_Os02g47940
Os02g0709400	LOC_Os02g47970
Os02g0709600	LOC_Os02g47980
Os02g0709800	LOC_Os02g48000
Os02g0710500	LOC_Os02g48080
Os02g0710800	LOC_Os02g48100
Os02g0710900	LOC_Os02g48110
Os02g0711300	LOC_Os02g48140
NA	LOC_Os02g48180
Os02g0712600	LOC_Os02g48200
Os02g0712700	LOC_Os02g48210
Os02g0713400	LOC_Os02g48290
Os02g0713700	LOC_Os02g48320
Os02g0713900	LOC_Os02g48330
Os02g0714000	LOC_Os02g48340
Os02g0714100	LOC_Os02g48350
Os02g0714200	LOC_Os02g48360
Os02g0714300	LOC_Os02g48370
Os02g0714500	LOC_Os02g48380
Os02g0715000	LOC_Os02g48450
Os02g0715200	LOC_Os02g48460
Os02g0715300	LOC_Os02g48470
Os02g0715400	LOC_Os02g48480
Os02g0716800	LOC_Os02g48570
Os02g0717200	LOC_Os02g48600
Os02g0717300	LOC_Os02g48610
Os02g0717400	LOC_Os02g48620
Os02g0717700	LOC_Os02g48650
Os02g0717800	LOC_Os02g48660
Os02g0717900	LOC_Os02g48670
Os02g0718900	LOC_Os02g48720
Os02g0719000	LOC_Os02g48730
Os02g0719100	LOC_Os02g48740
Os02g0719700	LOC_Os02g48780
Os02g0720200	LOC_Os02g48830
Os02g0720300	LOC_Os02g48840
Os02g0720500	LOC_Os02g48860
Os02g0720600	LOC_Os02g48870
Os02g0720700	LOC_Os02g48880
Os02g0720900	LOC_Os02g48900
Os02g0721700	LOC_Os02g48980
Os02g0721800	LOC_Os02g48990
Os02g0722001	LOC_Os02g49030
Os02g0722250	LOC_Os02g49040
Os02g0722300	LOC_Os02g49050
Os02g0722400	LOC_Os02g49060
Os02g0722500	LOC_Os02g49070
Os02g0722450	LOC_Os02g49070
Os02g0722700	LOC_Os02g49080
Os02g0722800	LOC_Os02g49090
Os02g0723400	LOC_Os02g49160
Os02g0723600	LOC_Os02g49180
Os02g0723700	LOC_Os02g49190
Os02g0724000	LOC_Os02g49230
Os02g0724600	LOC_Os02g49270
Os02g0725000	LOC_Os02g49310
Os02g0725200	LOC_Os02g49326
Os02g0725300	LOC_Os02g49332
Os02g0725600	LOC_Os02g49360
Os02g0725700	LOC_Os02g49370
Os02g0725900	LOC_Os02g49410
Os02g0726300	LOC_Os02g49440
Os02g0726600	LOC_Os02g49470
Os02g0726700	LOC_Os02g49480
Os02g0727100	LOC_Os02g49510
Os02g0727300	LOC_Os02g49520
Os02g0727500	LOC_Os02g49530
Os02g0727700	LOC_Os02g49550
Os02g0728001	LOC_Os02g49560
Os02g0728100	LOC_Os02g49570
Os02g0728300	LOC_Os02g49590
Os02g0728600	LOC_Os02g49610
Os02g0728800	LOC_Os02g49630
None	LOC_Os02g49640
Os02g0729400	LOC_Os02g49680
Os02g0729700	LOC_Os02g49700
Os02g0730000	LOC_Os02g49720
Os02g0730300	LOC_Os02g49760
Os02g0730400	LOC_Os02g49770
Os02g0730500	LOC_Os02g49780
Os02g0730700	LOC_Os02g49800
Os02g0730800	LOC_Os02g49820
Os02g0731200	LOC_Os02g49840
Os02g0731600	LOC_Os02g49870
Os02g0731800	LOC_Os02g49870
Os02g0731700	LOC_Os02g49880
Os02g0731900	LOC_Os02g49920
Os02g0732200	LOC_Os02g49950
Os02g0732500	LOC_Os02g49980
Os02g0732600	LOC_Os02g49986
Os02g0733300	LOC_Os02g50040
Os02g0733400	LOC_Os02g50050
None	LOC_Os02g50080
Os02g0733800	LOC_Os02g50100
Os02g0734300	LOC_Os02g50130
Os02g0734900	LOC_Os02g50210
Os02g0735100	LOC_Os02g50230
Os02g0735200	LOC_Os02g50240
Os02g0736000	LOC_Os02g50300
Os02g0736100	LOC_Os02g50320
Os02g0736200	LOC_Os02g50330
Os02g0736400	LOC_Os02g50350
Os02g0736500	LOC_Os02g50360
Os02g0736600	LOC_Os02g50370
Os02g0738200	LOC_Os02g50460
Os02g0738400	LOC_Os02g50480
Os02g0738600	LOC_Os02g50490
Os02g0738900	LOC_Os02g50550
Os02g0739000	LOC_Os02g50560
Os02g0739400	LOC_Os02g50600
Os02g0739600	LOC_Os02g50620
Os02g0739700	LOC_Os02g50630
Os02g0739900	LOC_Os02g50640
Os02g0740700	LOC_Os02g50730
Os02g0740900	LOC_Os02g50740
Os02g0741100	LOC_Os02g50760
Os02g0741300	LOC_Os02g50780
Os02g0741400	LOC_Os02g50790
Os02g0741700	LOC_Os02g50810
Os02g0741800	LOC_Os02g50820
Os02g0741900	LOC_Os02g50830
Os02g0742200	LOC_Os02g50860
Os02g0742800	LOC_Os02g50910
Os02g0743100	LOC_Os02g50930
Os02g0743400	LOC_Os02g50960
Os02g0743500	LOC_Os02g50970
Os02g0743600	LOC_Os02g50980
Os02g0743700	LOC_Os02g50990
Os02g0743800	LOC_Os02g51000
Os02g0743900	LOC_Os02g51010
Os02g0744000	LOC_Os02g51020
Os02g0744200	LOC_Os02g51040
Os02g0744650	LOC_Os02g51060
Os02g0744600	LOC_Os02g51060
Os02g0744700	LOC_Os02g51070
Os02g0744900	LOC_Os02g51080
Os02g0745000	LOC_Os02g51100
Os02g0745100	LOC_Os02g51110
Os02g0745400	LOC_Os02g51130
Os02g0745600	LOC_Os02g51140
Os02g0745700	LOC_Os02g51150
Os02g0746000	LOC_Os02g51180
Os02g0747400	LOC_Os02g51280
Os02g0747500	LOC_Os02g51290
Os02g0747600	LOC_Os02g51300
Os02g0748100	LOC_Os02g51330
Os02g0748300	LOC_Os02g51350
Os02g0748800	LOC_Os02g51370
Os02g0749150	LOC_Os02g51400
Os02g0749300	LOC_Os02g51410
Os02g0749450	LOC_Os02g51420
Os02g0749500	LOC_Os02g51430
Os02g0749700	LOC_Os02g51440
Os02g0749800	LOC_Os02g51450
Os02g0749900	LOC_Os02g51460
Os02g0750100	LOC_Os02g51470
Os02g0750200	LOC_Os02g51470
Os02g0750500	LOC_Os02g51490
Os02g0750600	LOC_Os02g51500
Os02g0751100	LOC_Os02g51540
Os02g0751600	LOC_Os02g51570
Os02g0751800	LOC_Os02g51590
Os02g0751900	LOC_Os02g51600
Os02g0752000	LOC_Os02g51610
Os02g0752800	LOC_Os02g51670
Os02g0753000	LOC_Os02g51680
Os02g0753500	LOC_Os02g51730
Os02g0753800	LOC_Os02g51750
Os02g0754000	LOC_Os02g51770
Os02g0754100	LOC_Os02g51780
Os02g0754300	LOC_Os02g51790
Os02g0754500	LOC_Os02g51810
Os02g0754600	LOC_Os02g51820
Os02g0754700	LOC_Os02g51830
Os02g0754650	LOC_Os02g51830
Os02g0754900	LOC_Os02g51850
Os02g0755000	LOC_Os02g51860
Os02g0755200	LOC_Os02g51880
Os02g0755400	LOC_Os02g51890
Os02g0755500	LOC_Os02g51900
